write_date,article_id,subject,carrier,7GB_new,7GB_mnp,11GB_new,11GB_mnp,memo,local_path
2025-01-02 12:02:37,257,케이엘모바일_부성정책_ 1월 2일_ 1-1차 정책,sk7,,,,,,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/257/sk7.jpg
2025-01-03 10:26:37,258,케이엘모바일_부성정책_ 1월 3일_ 1-2차 정책,sk7,,,,,,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/258/sk7.jpg
2025-01-07 10:38:13,260,케이엘모바일_부성정책_ 1월 7일_ 2차 정책_KTM수정,sk7,,,,,,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/260/sk7.jpg
2025-01-08 10:11:24,261,케이엘모바일_부성정책_ 1월 8일_ 2-1차 정책,sk7,,,,,,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/261/sk7.jpg
2025-04-08 10:26:10,299,케이엘모바일_부성정책_ 4월 8일_ 2-2차 정책_수정(유모비추가),sk7,,,,,,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/299/sk7.jpg
2025-04-26 11:02:51,305,케이엘모바일_부성정책_ 4월 26일_ 2-8차 정책,sk7,,,,,,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/305/sk7.png
2025-07-03 11:31:53,324,케이엘모바일_부성정책_ 7월 3일_ 1-2차 정책,sk7,,,,,,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/324/sk7.jpg
