article_id,carrier,plan_bucket,plan_name,new_amount,mnp_amount,memo
489,skylife,7GB,manual_image_confirmed,50000,100000,2026-06-02 image: SKY 모두 충분 7GB+(밀리의서재) 내국인 010신규/MNP
489,skylife,11GB,manual_image_confirmed,60000,110000,2026-06-02 image: SKY 모두 충분 11GB+(밀리의서재) 내국인 010신규/MNP
489,sk7,7GB,manual_image_confirmed,100000,100000,2026-06-02 image: 글로벌 100 (7GB+/통화맘껏) 내국인 010신규/MNP
489,sk7,11GB,manual_image_confirmed,100000,110000,2026-06-02 image: 글로벌 100 (11GB+/통화맘껏) 내국인 010신규/MNP
7020260604014244629,umobile,7GB,manual_image_confirmed,55000,130000,Kakao 2026-06-04 image 1: LTE 7GB plus 통화기본 약정형 내국인 신규/MNP
7020260604014244629,umobile,11GB,manual_image_confirmed,55000,150000,Kakao 2026-06-04 image 1: LTE 스페셜 약정형 내국인 신규/MNP
7020260604014244629,hello,7GB,manual_image_confirmed,70000,90000,Kakao 2026-06-04 image 1: DATA 걱정없는 유심 7GB 내국인 신규/MNP
7020260604014244629,hello,11GB,manual_image_confirmed,70000,140000,Kakao 2026-06-04 image 1: The 착한 데이터 유심 11GB 내국인 신규/MNP
7020260604014244629,ktm,7GB,manual_image_confirmed,70000,140000,Kakao 2026-06-04 image 1 and image 4: M 스페셜 7GB 밀리의서재 내국인 신규/MNP
7020260604014244629,ktm,11GB,manual_image_confirmed,70000,150000,Kakao 2026-06-04 image 1 and image 4: M 프리미엄 11GB 밀리의서재 내국인 신규/MNP
7020260604014244629,skylife,7GB,manual_image_confirmed,40000,120000,Kakao 2026-06-04 image 1: SKY 모두 충분 7GB 밀리의서재 내국인 신규/MNP
7020260604014244629,skylife,11GB,manual_image_confirmed,50000,130000,Kakao 2026-06-04 image 1: SKY 모두 충분 11GB 밀리의서재 내국인 신규/MNP
7020260604014244629,sk7,7GB,manual_image_confirmed,70000,140000,Kakao 2026-06-04 image 1 and image 5: LTE 알뜰 7GB 통화맘껏 내국인 신규/MNP
7020260604014244629,sk7,11GB,manual_image_confirmed,70000,150000,Kakao 2026-06-04 image 1 and image 5: LTE 알뜰 11GB 통화맘껏 내국인 신규/MNP
