write_date,article_id,subject,carrier,7GB_new,7GB_mnp,11GB_new,11GB_mnp,status,local_path
2025-06-18 11:05:20,317,케이엘모바일_부성정책_ 6월 18일_ 1-5차 정책,ktm,70000,70000,70000,70000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/317/ktm.jpg
2025-06-18 11:05:20,317,케이엘모바일_부성정책_ 6월 18일_ 1-5차 정책,sk7,,,70000,70000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/317/sk7.jpg
2025-06-18 11:05:20,317,케이엘모바일_부성정책_ 6월 18일_ 1-5차 정책,skylife,45000,80000,45000,95000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/317/skylife.jpg
2025-06-18 11:05:20,317,케이엘모바일_부성정책_ 6월 18일_ 1-5차 정책,umobile,55000,55000,55000,55000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/317/umobile.jpg
2025-06-19 11:26:09,318,케이엘모바일_부성정책_ 6월 19일_ 2차 정책,hello,,,30000,100000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/318/hello.jpg
2025-06-19 11:26:09,318,케이엘모바일_부성정책_ 6월 19일_ 2차 정책,ktm,70000,70000,70000,70000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/318/ktm.jpg
2025-06-19 11:26:09,318,케이엘모바일_부성정책_ 6월 19일_ 2차 정책,sk7,,,70000,70000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/318/sk7.jpg
2025-06-19 11:26:09,318,케이엘모바일_부성정책_ 6월 19일_ 2차 정책,skylife,45000,80000,45000,95000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/318/skylife.jpg
2025-06-19 11:26:09,318,케이엘모바일_부성정책_ 6월 19일_ 2차 정책,umobile,55000,55000,55000,55000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/318/umobile.jpg
2025-06-24 10:13:02,319,케이엘모바일_부성정책_ 6월 24일_ 2-1차 정책,hello,,,30000,100000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/319/hello.jpg
2025-06-24 10:13:02,319,케이엘모바일_부성정책_ 6월 24일_ 2-1차 정책,ktm,70000,70000,70000,70000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/319/ktm.jpg
2025-06-24 10:13:02,319,케이엘모바일_부성정책_ 6월 24일_ 2-1차 정책,sk7,,,70000,70000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/319/sk7.jpg
2025-06-24 10:13:02,319,케이엘모바일_부성정책_ 6월 24일_ 2-1차 정책,skylife,45000,80000,45000,95000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/319/skylife.jpg
2025-06-24 10:13:02,319,케이엘모바일_부성정책_ 6월 24일_ 2-1차 정책,umobile,55000,55000,55000,55000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/319/umobile.jpg
2025-06-28 10:34:31,320,케이엘모바일_부성정책_ 6월 28일_ 3차 정책,hello,,,30000,100000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/320/hello.jpg
2025-06-28 10:34:31,320,케이엘모바일_부성정책_ 6월 28일_ 3차 정책,ktm,70000,70000,70000,70000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/320/ktm.jpg
2025-06-28 10:34:31,320,케이엘모바일_부성정책_ 6월 28일_ 3차 정책,sk7,,,70000,70000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/320/sk7.jpg
2025-06-28 10:34:31,320,케이엘모바일_부성정책_ 6월 28일_ 3차 정책,skylife,45000,80000,45000,95000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/320/skylife.jpg
2025-06-28 10:34:31,320,케이엘모바일_부성정책_ 6월 28일_ 3차 정책,umobile,55000,55000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/320/umobile.jpg
2025-07-01 13:29:25,321,케이엘모바일_부성정책_ 7월 1일_ 1차 정책,hello,30000,120000,30000,120000,manual_fixed,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/321/hello.jpg
2025-07-01 13:29:25,321,케이엘모바일_부성정책_ 7월 1일_ 1차 정책,ktm,50000,100000,50000,110000,manual_fixed,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/321/ktm.jpg
2025-07-01 13:29:25,321,케이엘모바일_부성정책_ 7월 1일_ 1차 정책,skylife,55000,90000,50000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/321/skylife.jpg
2025-07-01 13:29:25,321,케이엘모바일_부성정책_ 7월 1일_ 1차 정책,umobile,55000,110000,55000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/321/umobile.jpg
2025-07-02 11:17:19,323,케이엘모바일_부성정책_ 7월 2일_ 1-1차 정책_최종,hello,30000,120000,30000,120000,manual_fixed,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/323/hello.jpg
2025-07-02 11:17:19,323,케이엘모바일_부성정책_ 7월 2일_ 1-1차 정책_최종,ktm,50000,100000,50000,110000,manual_fixed,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/323/ktm.jpg
2025-07-02 11:17:19,323,케이엘모바일_부성정책_ 7월 2일_ 1-1차 정책_최종,skylife,55000,90000,50000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/323/skylife.jpg
2025-07-02 11:17:19,323,케이엘모바일_부성정책_ 7월 2일_ 1-1차 정책_최종,umobile,55000,55000,55000,55000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/323/umobile.jpg
2025-07-03 11:31:53,324,케이엘모바일_부성정책_ 7월 3일_ 1-2차 정책,hello,30000,120000,30000,120000,manual_fixed,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/324/hello.jpg
2025-07-03 11:31:53,324,케이엘모바일_부성정책_ 7월 3일_ 1-2차 정책,ktm,50000,100000,50000,110000,manual_fixed,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/324/ktm.jpg
2025-07-03 11:31:53,324,케이엘모바일_부성정책_ 7월 3일_ 1-2차 정책,skylife,55000,90000,50000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/324/skylife.jpg
2025-07-03 11:31:53,324,케이엘모바일_부성정책_ 7월 3일_ 1-2차 정책,umobile,55000,55000,55000,55000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/324/umobile.jpg
2025-07-03 14:48:20,326,케이엘모바일_부성정책_ 7월 3일_ 2차 정책(금일 소급적용),hello,30000,120000,30000,120000,manual_fixed,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/326/hello.jpg
2025-07-03 14:48:20,326,케이엘모바일_부성정책_ 7월 3일_ 2차 정책(금일 소급적용),ktm,50000,100000,50000,110000,manual_fixed,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/326/ktm.jpg
2025-07-03 14:48:20,326,케이엘모바일_부성정책_ 7월 3일_ 2차 정책(금일 소급적용),skylife,55000,90000,50000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/326/skylife.jpg
2025-07-03 14:48:20,326,케이엘모바일_부성정책_ 7월 3일_ 2차 정책(금일 소급적용),umobile,55000,55000,55000,55000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/326/umobile.jpg
2025-07-04 12:06:53,327,케이엘모바일_부성정책_ 7월 4일_ 3차 정책,hello,30000,120000,30000,120000,manual_fixed,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/327/hello.jpg
2025-07-04 12:06:53,327,케이엘모바일_부성정책_ 7월 4일_ 3차 정책,ktm,90000,150000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/327/ktm.jpg
2025-07-04 12:06:53,327,케이엘모바일_부성정책_ 7월 4일_ 3차 정책,skylife,55000,90000,50000,100000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/327/skylife.jpg
2025-07-04 12:06:53,327,케이엘모바일_부성정책_ 7월 4일_ 3차 정책,umobile,55000,55000,55000,55000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/327/umobile.jpg
2025-07-05 10:14:23,328,케이엘모바일_부성정책_ 7월 5일_ 4차 정책,hello,30000,120000,30000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/328/hello.png
2025-07-05 10:14:23,328,케이엘모바일_부성정책_ 7월 5일_ 4차 정책,ktm,90000,150000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/328/ktm.jpg
2025-07-05 10:14:23,328,케이엘모바일_부성정책_ 7월 5일_ 4차 정책,skylife,55000,90000,50000,100000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/328/skylife.jpg
2025-07-05 10:14:23,328,케이엘모바일_부성정책_ 7월 5일_ 4차 정책,umobile,77000,162000,77000,172000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/328/umobile.png
2025-07-08 10:11:15,330,케이엘모바일_부성정책_ 7월 8일_ 5차 정책,hello,30000,120000,30000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/330/hello.png
2025-07-08 10:11:15,330,케이엘모바일_부성정책_ 7월 8일_ 5차 정책,ktm,,,90000,160000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/330/ktm.png
2025-07-08 10:11:15,330,케이엘모바일_부성정책_ 7월 8일_ 5차 정책,sk7,70000,70000,70000,70000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/330/sk7.png
2025-07-08 10:11:15,330,케이엘모바일_부성정책_ 7월 8일_ 5차 정책,skylife,55000,90000,50000,100000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/330/skylife.jpg
2025-07-08 10:11:15,330,케이엘모바일_부성정책_ 7월 8일_ 5차 정책,umobile,77000,162000,77000,172000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/330/umobile.png
2025-07-11 11:02:15,331,케이엘모바일_부성정책_ 7월 11일_ 6차 정책,hello,30000,120000,30000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/331/hello.png
2025-07-11 11:02:15,331,케이엘모바일_부성정책_ 7월 11일_ 6차 정책,ktm,,,90000,160000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/331/ktm.png
2025-07-11 11:02:15,331,케이엘모바일_부성정책_ 7월 11일_ 6차 정책,sk7,70000,70000,70000,70000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/331/sk7.png
2025-07-11 11:02:15,331,케이엘모바일_부성정책_ 7월 11일_ 6차 정책,skylife,55000,55000,50000,50000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/331/skylife.png
2025-07-11 11:02:15,331,케이엘모바일_부성정책_ 7월 11일_ 6차 정책,umobile,,,66000,66000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/331/umobile.png
2025-07-15 10:17:48,332,케이엘모바일_부성정책_ 7월 15일_ 7차 정책,hello,30000,120000,30000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/332/hello.png
2025-07-15 10:17:48,332,케이엘모바일_부성정책_ 7월 15일_ 7차 정책,ktm,90000,150000,90000,160000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/332/ktm.png
2025-07-15 10:17:48,332,케이엘모바일_부성정책_ 7월 15일_ 7차 정책,skylife,,,45000,95000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/332/skylife.png
2025-07-15 10:17:48,332,케이엘모바일_부성정책_ 7월 15일_ 7차 정책,umobile,,,66000,66000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/332/umobile.png
2025-07-17 10:10:18,333,케이엘모바일_부성정책_ 7월 17일_ 8차 정책,hello,30000,120000,30000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/333/hello.png
2025-07-17 10:10:18,333,케이엘모바일_부성정책_ 7월 17일_ 8차 정책,ktm,,,90000,160000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/333/ktm.png
2025-07-17 10:10:18,333,케이엘모바일_부성정책_ 7월 17일_ 8차 정책,skylife,,,45000,95000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/333/skylife.png
2025-07-17 10:10:18,333,케이엘모바일_부성정책_ 7월 17일_ 8차 정책,umobile,,,66000,66000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/333/umobile.png
2025-07-23 12:09:52,334,케이엘모바일_부성정책_ 7월 23일_ 9차 정책,hello,30000,120000,30000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/334/hello.png
2025-07-23 12:09:52,334,케이엘모바일_부성정책_ 7월 23일_ 9차 정책,ktm,,,90000,160000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/334/ktm.png
2025-07-23 12:09:52,334,케이엘모바일_부성정책_ 7월 23일_ 9차 정책,skylife,,,45000,95000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/334/skylife.png
2025-07-23 12:09:52,334,케이엘모바일_부성정책_ 7월 23일_ 9차 정책,umobile,,,66000,66000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/334/umobile.png
2025-08-01 12:00:59,335,케이엘모바일_부성정책_ 8월 1일_ 1차 정책,hello,30000,120000,30000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/335/hello.jpg
2025-08-01 12:00:59,335,케이엘모바일_부성정책_ 8월 1일_ 1차 정책,ktm,70000,120000,70000,130000,manual_fixed,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/335/ktm.jpg
2025-08-01 12:00:59,335,케이엘모바일_부성정책_ 8월 1일_ 1차 정책,sk7,70000,100000,70000,110000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/335/sk7.jpg
2025-08-01 12:00:59,335,케이엘모바일_부성정책_ 8월 1일_ 1차 정책,skylife,,,90000,110000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/335/skylife.jpg
2025-08-01 12:00:59,335,케이엘모바일_부성정책_ 8월 1일_ 1차 정책,umobile,60000,90000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/335/umobile.jpg
2025-08-02 10:47:18,336,케이엘모바일_부성정책_ 8월 2일_ 2차 정책,hello,30000,120000,30000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/336/hello.jpg
2025-08-02 10:47:18,336,케이엘모바일_부성정책_ 8월 2일_ 2차 정책,ktm,70000,120000,70000,130000,manual_fixed,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/336/ktm.jpg
2025-08-02 10:47:18,336,케이엘모바일_부성정책_ 8월 2일_ 2차 정책,skylife,50000,80000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/336/skylife.png
2025-08-02 10:47:18,336,케이엘모바일_부성정책_ 8월 2일_ 2차 정책,umobile,60000,60000,60000,60000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/336/umobile.png
2025-08-07 13:50:25,339,케이엘모바일_부성정책_ 8월 7일_ 3차 정책,hello,30000,120000,30000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/339/hello.jpg
2025-08-07 13:50:25,339,케이엘모바일_부성정책_ 8월 7일_ 3차 정책,ktm,70000,120000,70000,130000,manual_fixed,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/339/ktm.jpg
2025-08-07 13:50:25,339,케이엘모바일_부성정책_ 8월 7일_ 3차 정책,sk7,70000,130000,70000,140000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/339/sk7.jpg
2025-08-07 13:50:25,339,케이엘모바일_부성정책_ 8월 7일_ 3차 정책,skylife,50000,80000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/339/skylife.png
2025-08-07 13:50:25,339,케이엘모바일_부성정책_ 8월 7일_ 3차 정책,umobile,60000,60000,60000,60000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/339/umobile.png
2025-08-13 12:50:24,340,케이엘모바일_부성정책_ 8월 13일_ 4차 정책,hello,30000,120000,30000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/340/hello.jpg
2025-08-13 12:50:24,340,케이엘모바일_부성정책_ 8월 13일_ 4차 정책,ktm,70000,120000,70000,130000,manual_fixed,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/340/ktm.jpg
2025-08-13 12:50:24,340,케이엘모바일_부성정책_ 8월 13일_ 4차 정책,sk7,70000,130000,70000,140000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/340/sk7.jpg
2025-08-13 12:50:24,340,케이엘모바일_부성정책_ 8월 13일_ 4차 정책,skylife,50000,80000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/340/skylife.png
2025-08-13 12:50:24,340,케이엘모바일_부성정책_ 8월 13일_ 4차 정책,umobile,60000,60000,60000,60000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/340/umobile.png
2025-08-14 12:14:56,341,케이엘모바일_부성정책_ 8월 14일_ 5차 정책,hello,30000,120000,30000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/341/hello.jpg
2025-08-14 12:14:56,341,케이엘모바일_부성정책_ 8월 14일_ 5차 정책,ktm,70000,120000,70000,130000,manual_fixed,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/341/ktm.jpg
2025-08-14 12:14:56,341,케이엘모바일_부성정책_ 8월 14일_ 5차 정책,sk7,70000,130000,70000,140000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/341/sk7.jpg
2025-08-14 12:14:56,341,케이엘모바일_부성정책_ 8월 14일_ 5차 정책,skylife,50000,80000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/341/skylife.png
2025-08-14 12:14:56,341,케이엘모바일_부성정책_ 8월 14일_ 5차 정책,umobile,60000,60000,60000,60000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/341/umobile.jpg
2025-08-15 10:35:18,342,케이엘모바일_부성정책_ 8월 15일_ 6차 정책,hello,30000,120000,30000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/342/hello.jpg
2025-08-15 10:35:18,342,케이엘모바일_부성정책_ 8월 15일_ 6차 정책,ktm,130000,130000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/342/ktm.jpg
2025-08-15 10:35:18,342,케이엘모바일_부성정책_ 8월 15일_ 6차 정책,sk7,70000,130000,70000,140000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/342/sk7.jpg
2025-08-15 10:35:18,342,케이엘모바일_부성정책_ 8월 15일_ 6차 정책,skylife,50000,80000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/342/skylife.png
2025-08-15 10:35:18,342,케이엘모바일_부성정책_ 8월 15일_ 6차 정책,umobile,60000,60000,60000,60000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/342/umobile.jpg
2025-08-21 10:06:16,343,케이엘모바일_부성정책_ 8월 21일_ 7차 정책,hello,30000,120000,30000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/343/hello.jpg
2025-08-21 10:06:16,343,케이엘모바일_부성정책_ 8월 21일_ 7차 정책,ktm,130000,130000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/343/ktm.jpg
2025-08-21 10:06:16,343,케이엘모바일_부성정책_ 8월 21일_ 7차 정책,sk7,70000,70000,70000,70000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/343/sk7.jpg
2025-08-21 10:06:16,343,케이엘모바일_부성정책_ 8월 21일_ 7차 정책,skylife,50000,80000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/343/skylife.png
2025-08-21 10:06:16,343,케이엘모바일_부성정책_ 8월 21일_ 7차 정책,umobile,60000,60000,60000,60000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/343/umobile.jpg
2025-08-21 12:27:28,344,케이엘모바일_부성정책_ 8월 21일_ 7차 정책(수정),hello,30000,120000,30000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/344/hello.jpg
2025-08-21 12:27:28,344,케이엘모바일_부성정책_ 8월 21일_ 7차 정책(수정),ktm,130000,130000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/344/ktm.jpg
2025-08-21 12:27:28,344,케이엘모바일_부성정책_ 8월 21일_ 7차 정책(수정),sk7,80000,150000,80000,160000,manual_fixed,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/344/sk7.jpg
2025-08-21 12:27:28,344,케이엘모바일_부성정책_ 8월 21일_ 7차 정책(수정),skylife,50000,80000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/344/skylife.png
2025-08-21 12:27:28,344,케이엘모바일_부성정책_ 8월 21일_ 7차 정책(수정),umobile,60000,60000,60000,60000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/344/umobile.jpg
2025-08-22 11:01:52,345,케이엘모바일_부성정책_ 8월 22일_ 8차 정책,hello,30000,120000,30000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/345/hello.jpg
2025-08-22 11:01:52,345,케이엘모바일_부성정책_ 8월 22일_ 8차 정책,ktm,130000,130000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/345/ktm.jpg
2025-08-22 11:01:52,345,케이엘모바일_부성정책_ 8월 22일_ 8차 정책,sk7,80000,150000,80000,160000,manual_fixed,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/345/sk7.jpg
2025-08-22 11:01:52,345,케이엘모바일_부성정책_ 8월 22일_ 8차 정책,skylife,50000,80000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/345/skylife.png
2025-08-22 11:01:52,345,케이엘모바일_부성정책_ 8월 22일_ 8차 정책,umobile,60000,60000,60000,60000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/345/umobile.jpg
2025-08-27 12:22:56,346,케이엘모바일_부성정책_ 8월 27일_ 9차 정책,hello,30000,120000,30000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/346/hello.jpg
2025-08-27 12:22:56,346,케이엘모바일_부성정책_ 8월 27일_ 9차 정책,ktm,130000,130000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/346/ktm.jpg
2025-08-27 12:22:56,346,케이엘모바일_부성정책_ 8월 27일_ 9차 정책,sk7,,,160000,160000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/346/sk7.jpg
2025-08-27 12:22:56,346,케이엘모바일_부성정책_ 8월 27일_ 9차 정책,skylife,50000,80000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/346/skylife.png
2025-08-27 12:22:56,346,케이엘모바일_부성정책_ 8월 27일_ 9차 정책,umobile,60000,60000,60000,60000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/346/umobile.jpg
2025-08-28 13:06:30,347,케이엘모바일_부성정책_ 8월 28일_ 10차 정책,hello,30000,120000,30000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/347/hello.jpg
2025-08-28 13:06:30,347,케이엘모바일_부성정책_ 8월 28일_ 10차 정책,ktm,130000,130000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/347/ktm.jpg
2025-08-28 13:06:30,347,케이엘모바일_부성정책_ 8월 28일_ 10차 정책,sk7,,,160000,160000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/347/sk7.jpg
2025-08-28 13:06:30,347,케이엘모바일_부성정책_ 8월 28일_ 10차 정책,skylife,50000,80000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/347/skylife.png
2025-08-28 13:06:30,347,케이엘모바일_부성정책_ 8월 28일_ 10차 정책,umobile,60000,142000,,,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/347/umobile.jpg
2025-09-01 12:11:21,348,케이엘모바일_부성정책_ 9월 1일_ 1차 정책,hello,30000,130000,30000,120000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/348/hello.png
2025-09-01 12:11:21,348,케이엘모바일_부성정책_ 9월 1일_ 1차 정책,ktm,65000,95000,75000,115000,needs_review,/Users/jinwoo/Documents/Codex/2026-05-30/new-chat/policy-tracker/data/images/348/ktm.png
